4P_Order,Order_date,Shipping_date,Shipping_revenues,Shipping_cost,Carrier Class,TRK,weight,zip,order_total,Ins
44109,2019-08-02,2019-08-02,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96259165,1,92264,72.09,59
44110,2019-08-02,2019-08-02,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95294726,1.56,3431,145.14,148
44111,2019-08-02,2019-08-02,29.33,20.37,UPS/UPS 3 Day Select,1Z1A1V711293816709,0.88,77418,157.33,128
44112,2019-08-02,2019-08-02,14.79,10.27,UPS/UPS 3 Day Select,1Z1A1V711295309290,0.56,33138,109.79,95
44113,2019-08-02,2019-08-02,0,11.59,UPS/UPS Ground,1Z1A1V710399998190,0.94,10011,0,0
44116,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,60640,41.9,38
44117,2019-08-02,2019-08-02,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97088268,3,7627,394.77,382
44118,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,65721,25.9,22
44119,2019-08-02,2019-08-02,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98670000,1,94566,138.09,125
44120,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,7701,25.9,22
44122,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,6513,23.9,20
44124,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,15022,78.9,75
44125,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,72732,28.9,25
44126,2019-08-02,2019-08-02,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710296960398,1,10017,147.71,125
44127,2019-08-02,2019-08-02,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,60045,52.9,49
44115,2019-08-02,2019-08-02,0,467.13,UPS/UPS 3 Day Select,1Z1A1V711298092349,148,91605,0,0
44130,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,28401,26.4,25
44385,2019-08-04,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,33764,23.9,20
44232,2019-08-03,2019-08-05,16.7,11.6,UPS/UPS Ground,1Z1A1V710395181140,0.81,28412,71.7,55
44161,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,98105,122.9,119
44128,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,99801,97.9,94
44132,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,68523,68.9,65
44134,2019-08-02,2019-08-05,0,11.6,UPS/UPS Ground,1Z1A1V710394824091,0.81,62901,0,0
44135,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,63103,36.9,33
44137,2019-08-02,2019-08-05,0,15.5,UPS/UPS Ground,1Z1A1V710396289185,0.5,21874,0,0
44138,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,60618,102.9,99
44139,2019-08-02,2019-08-05,19,0,UPS/UPS Expedited Mail Innovations,92613000000000000000000000,1,53588,114,95
44140,2019-08-02,2019-08-05,12.12,8.42,UPS/UPS Ground,1Z1A1V710395696353,0.81,10002,36.12,24
44141,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,82001,18.9,15
44142,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,20003,32.9,29
44143,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,36748,70.9,67
44144,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,94124,48.9,45
44145,2019-08-02,2019-08-05,14.6,10.14,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90670373,1.69,28681,85.6,71
44146,2019-08-02,2019-08-05,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95816304,1,60625,50.71,39
44147,2019-08-02,2019-08-05,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96689076,2,10025,70.94,59
44148,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,85730,44.4,45
44149,2019-08-02,2019-08-05,19.8,11.6,UPS/UPS Ground,1Z1A1V710398324445,0.63,33431,118.8,99
44152,2019-08-02,2019-08-05,0,15.5,UPS/UPS Ground,1Z1A1V710399645972,0.75,38348,119,119
44150,2019-08-02,2019-08-05,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97310418,1.44,7306,70.94,59
44151,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,92110,122.9,119
44153,2019-08-02,2019-08-05,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98483936,2.31,91401,257.31,270
44154,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,61727,45.9,42
44155,2019-08-02,2019-08-05,17.12,11.37,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97674982,6,98004,461.12,444
44156,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,94107,23.9,20
44157,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,94134,28.9,25
44158,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,28457,53.9,50
44159,2019-08-02,2019-08-05,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91246268,1.44,47404,70.71,59
44160,2019-08-02,2019-08-05,15.34,10.65,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99222242,1.13,26807,156.34,141
44162,2019-08-02,2019-08-05,14.8,10.28,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90561437,7,77080,215.5,223
44163,2019-08-02,2019-08-05,10.84,10.55,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99772210,8.19,2139,42.84,32
44164,2019-08-02,2019-08-05,0,11.59,UPS/UPS Ground,1Z1A1V710390345357,0,8723,0,0
44165,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,14620,72.9,69
44166,2019-08-02,2019-08-05,0,11.6,UPS/UPS Ground,1Z1A1V710398020782,0.63,85281,0,0
44180,2019-08-03,2019-08-05,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710295245350,2,6801,162.71,140
44167,2019-08-02,2019-08-05,112.08,124.52,UPS/UPS Ground,1Z1A1V710391817881,140,30306,1472.13,278
44168,2019-08-02,2019-08-05,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92230120,1.44,90003,78.09,65
44169,2019-08-02,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710398850162,0.94,74012,54.69,38
44170,2019-08-02,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,48436,52.9,49
44171,2019-08-02,2019-08-05,21.1,14.65,UPS/UPS Ground,1Z1A1V710393943544,0.75,2657,140.1,119
44172,2019-08-02,2019-08-05,14.23,9.88,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93301917,3.06,28736,358.23,344
44173,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,60565,122.9,119
44174,2019-08-03,2019-08-05,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97286428,2,28803,228.09,218
44175,2019-08-03,2019-08-05,12.12,8.42,UPS/UPS Ground,1Z1A1V710398402860,1,10022,77.12,65
44176,2019-08-03,2019-08-05,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98592381,2,48197,99.71,88
44178,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,97220,19.9,16
44268,2019-08-03,2019-08-05,16.7,11.6,UPS/UPS Ground,1Z1A1V710398282599,0.88,89123,71.7,55
44179,2019-08-03,2019-08-05,22.32,15.5,UPS/UPS Ground,1Z1A1V710396734238,1.31,4224,113.32,91
44181,2019-08-03,2019-08-05,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90789871,1.31,7302,115.94,114
44183,2019-08-03,2019-08-05,14.79,10.27,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94423445,1.06,2657,53.79,39
44184,2019-08-03,2019-08-05,19.93,13.84,UPS/UPS 2nd Day Air,1Z1A1V710298307126,3.19,10009,217.93,198
44185,2019-08-03,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710393129031,2.19,43235,161.69,145
44186,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,10030,47.9,44
44187,2019-08-03,2019-08-05,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97192332,2.13,98178,99.31,85
44285,2019-08-03,2019-08-05,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99866815,1.13,92618,84.09,71
44188,2019-08-03,2019-08-05,16.7,11.6,UPS/UPS Ground,1Z1A1V710397667710,0.75,48166,66.7,50
44189,2019-08-03,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710398195273,2,33993,100.69,84
44190,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,33625,23.9,20
44197,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,23505,43.5,44
44191,2019-08-03,2019-08-05,11.94,7.15,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN95395660,0.63,77006,71.34,66
44192,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.06,15237,25.9,22
44193,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,46528,39.9,36
44194,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,20012,111,119
44195,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,50313,30,29
44196,2019-08-03,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710392097630,1.31,33480,43.69,27
44198,2019-08-03,2019-08-05,10.41,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98138121,1,33334,99.51,99
44199,2019-08-03,2019-08-05,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710292143993,1.44,2116,159.71,137
44200,2019-08-03,2019-08-05,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90193586,1,34747,100.81,99
44201,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,8861,28.9,25
44202,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,44870,48,49
44203,2019-08-03,2019-08-05,11.94,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95551037,1,55123,105.94,94
44224,2019-08-03,2019-08-05,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90143791,1,4401,71.41,59
44204,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,23435,40.65,49
44205,2019-08-03,2019-08-05,23.49,16.31,UPS/UPS Ground,1Z1A1V710397171399,10,90277,120.49,97
44206,2019-08-03,2019-08-05,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94158312,2,75214,70.94,59
44207,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,14411,102.9,99
44208,2019-08-03,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710396848366,1,95391,82.69,66
44209,2019-08-03,2019-08-05,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97120294,1.75,79766,156.41,144
44210,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,96001,21.9,18
44211,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,87114,24.9,21
44212,2019-08-03,2019-08-05,7.4,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,47263,44.4,37
44213,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,87582,27.9,24
44214,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,60642,31.9,28
44216,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,92234,122.9,119
44217,2019-08-03,2019-08-05,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95872173,1.38,16001,172.71,161
44218,2019-08-03,2019-08-05,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94774469,2.25,60618,84.28,72
44219,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,10011,122.9,119
44220,2019-08-03,2019-08-05,14.04,9.75,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93223949,1,70650,108.04,94
44221,2019-08-03,2019-08-05,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94694528,1.69,90006,210.09,197
44222,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,54914,50.9,47
44223,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,74641,25.9,22
44225,2019-08-03,2019-08-05,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90598425,2,90046,115.09,102
44226,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,76039,68.9,65
44227,2019-08-03,2019-08-05,22.32,15.5,UPS/UPS Ground,1Z1A1V710396221005,1,18428,121.32,99
44228,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,34761,122.9,119
44229,2019-08-03,2019-08-05,10.84,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91758170,1,8071,109.84,99
44230,2019-08-03,2019-08-05,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710290873332,1.38,23219,190.71,168
44231,2019-08-03,2019-08-05,16.69,11.59,UPS/UPS Ground,1Z1A1V710397979777,1,4102,65.69,49
44233,2019-08-03,2019-08-05,16.69,11.6,UPS/UPS Ground,1Z1A1V710391409303,1,77713,100.69,84
44234,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,46208,17.9,14
44235,2019-08-03,2019-08-05,10.84,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91782072,1,19146,109.84,99
44236,2019-08-03,2019-08-05,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98235909,1,29485,109.09,99
44237,2019-08-03,2019-08-05,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97813116,1,64015,195.94,184
44238,2019-08-03,2019-08-05,24.15,16.77,UPS/UPS 2nd Day Air,1Z1A1V710295038093,2.38,11215,257.15,233
44239,2019-08-03,2019-08-05,13.67,9.49,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91681681,2,89109,198.67,185
44240,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,10314,105.05,119
44241,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,64109,32.9,29
44242,2019-08-03,2019-08-05,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94905237,2,1060,67.77,55
44243,2019-08-03,2019-08-05,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96356676,2,49657,72.57,57
44244,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,74074,122.9,119
44245,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,95747,28.9,25
44246,2019-08-03,2019-08-05,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710291334770,0.56,10035,65.71,43
44247,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,22150,122.9,119
44248,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,20814,122.9,119
44434,2019-08-04,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,92270,48.9,45
44249,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,53122,53.9,50
44250,2019-08-03,2019-08-05,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99085703,1.13,92831,72.09,59
44251,2019-08-03,2019-08-05,14.56,10.11,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96327377,1.81,19968,152.56,138
44252,2019-08-03,2019-08-05,10.41,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95510652,1,15218,109.41,99
44253,2019-08-03,2019-08-05,32.2,22.36,UPS/UPS 3 Day Select,1Z1A1V711299089486,5,49707,283.2,251
44254,2019-08-03,2019-08-05,14.64,10.17,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95920601,4,84606,118.64,104
44255,2019-08-03,2019-08-05,16.95,11.77,UPS/UPS Ground,1Z1A1V710399248437,3,7030,155.95,139
44257,2019-08-03,2019-08-05,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95695507,5,63118,329.04,371
44256,2019-08-03,2019-08-05,13.26,9.21,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95815556,1,61951,63.26,50
44258,2019-08-03,2019-08-05,23.52,16.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97621332,2,99507,132.52,109
44259,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,60640,64.9,61
44260,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,74006,63.9,60
44265,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,63111,58.9,55
44261,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,77384,122.9,119
44262,2019-08-03,2019-08-05,24,27.93,UPS/UPS Ground,1Z1A1V710395804664,25.31,98101,350,326
44263,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,55409,12.9,9
44264,2019-08-03,2019-08-05,11.49,7.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95075641,1,95828,110.49,99
44266,2019-08-03,2019-08-05,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,94606,17.9,14
46713,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,30341,13.92,8.99
46715,2019-08-11,2019-08-11,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95954530,1.88,13502,160.91,148.97
46716,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,90806,35.9,32
46718,2019-08-11,2019-08-11,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97391215,2.81,90034,70.29,55.98
46719,2019-08-11,2019-08-11,38.65,15.56,UPS/UPS Ground,1Z1A1V710399451627,47,30075,489.92,414.98
46720,2019-08-11,2019-08-11,17.08,11.86,UPS/UPS Ground,1Z1A1V710395505997,3.5,19971,138.05,120.97
46721,2019-08-11,2019-08-11,12.77,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98424919,1.94,6615,79.72,66.95
46722,2019-08-11,2019-08-11,14.79,10.27,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99214895,1.25,12531,104.77,89.98
46724,2019-08-11,2019-08-11,18.55,12.88,UPS/UPS Ground,1Z1A1V710399128487,2.13,83815,67.49,48.94
46725,2019-08-11,2019-08-11,16.7,11.6,UPS/UPS Ground,1Z1A1V710393167651,1.19,77027,86.66,69.96
46726,2019-08-11,2019-08-11,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95654506,1.13,89178,66.87,54
46727,2019-08-11,2019-08-11,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95479607,2.38,60661,89.24,76.96
46728,2019-08-11,2019-08-11,55.2,40.06,UPS/UPS Ground,1Z1A1V710398252764,12,23509,418.76,201.98
46729,2019-08-11,2019-08-11,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90349999,1.5,79403,62.92,50.98
46730,2019-08-11,2019-08-11,47.85,21.58,UPS/UPS Ground,1Z1A1V710397369659,52.63,20017,547.83,499.98
46731,2019-08-11,2019-08-11,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98719459,1.81,7712,53.91,41.97
46732,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,87113,38.89,34.99
46733,2019-08-11,2019-08-11,12.57,8.73,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93236373,6.25,28277,281.62,298.95
46734,2019-08-11,2019-08-11,11.71,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92829949,2.13,38053,117.68,105.97
46735,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,53719,13.89,9.99
46736,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,35630,13.9,10
46737,2019-08-11,2019-08-11,16.69,11.6,UPS/UPS Ground,1Z1A1V710397652691,0.81,45342,62.66,45.97
46738,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,31094,15,9.99
46739,2019-08-11,2019-08-11,22.32,15.5,UPS/UPS Ground,1Z1A1V710398074555,1.5,31014,109.41,78.99
46740,2019-08-11,2019-08-11,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98239227,1.5,38501,70.94,59.97
46741,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,20037,32.87,28.97
46742,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,13476,26.89,22.99
46743,2019-08-11,2019-08-11,11.61,7.93,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99085810,3,27103,66.18,63.97
46744,2019-08-11,2019-08-11,13.44,9.33,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99333917,3.13,75226,126.4,122.96
46745,2019-08-11,2019-08-11,16.7,11.6,UPS/UPS Ground,1Z1A1V710397565428,0.81,43207,55.67,38.97
46746,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,73112,38.89,34.99
46747,2019-08-11,2019-08-11,20.87,13.97,UPS/UPS Ground,1Z1A1V710390055536,5.75,90066,131.79,110.92
46748,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,48906,69.87,65.97
46749,2019-08-11,2019-08-11,16.69,11.59,UPS/UPS Ground,1Z1A1V710399180009,0.63,75228,53.67,36.98
46750,2019-08-11,2019-08-11,13.67,7.46,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN99637374,0.81,85715,62.65,48.98
46751,2019-08-11,2019-08-11,16.7,11.6,UPS/UPS Ground,1Z1A1V710397604724,1.31,68112,66.69,49.99
46752,2019-08-11,2019-08-11,16.69,11.59,UPS/UPS Ground,1Z1A1V710395137091,0.94,99202,69.65,52.96
46753,2019-08-11,2019-08-11,16.7,11.6,UPS/UPS Ground,1Z1A1V710398279049,0.5,33463,46.69,29.99
46754,2019-08-11,2019-08-11,10.31,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96832320,1.25,30188,144.97,123.92
46755,2019-08-11,2019-08-11,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95415747,2.5,98177,87.25,72.94
46756,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,10036,19.89,15.99
46757,2019-08-11,2019-08-11,12.87,7.46,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN97136614,0.75,85013,49.85,36.98
46758,2019-08-11,2019-08-11,16.69,11.59,UPS/UPS Ground,1Z1A1V710392788321,1,19145,86.69,70
46759,2019-08-11,2019-08-11,12.77,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99995711,1.56,11103,124.72,111.95
46760,2019-08-11,2019-08-11,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97769406,1.38,53406,107.92,95.98
46761,2019-08-11,2019-08-11,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97643274,3.94,90814,103.26,87.97
46762,2019-08-11,2019-08-11,17.28,12,UPS/UPS Ground,1Z1A1V710395273238,1.31,95121,97.25,79.97
46765,2019-08-11,2019-08-11,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98950056,2.94,19054,109.71,96.94
46763,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,92260,26.89,22.99
46766,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,92530,13.89,9.99
46767,2019-08-11,2019-08-11,16.7,11.6,UPS/UPS Ground,1Z1A1V710397367366,0.81,33823,38.68,21.98
46768,2019-08-11,2019-08-11,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96897823,1.63,90650,104.03,90.94
46769,2019-08-11,2019-08-11,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96880064,2.19,40219,135.25,122.97
46770,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,77345,35.9,32
46771,2019-08-11,2019-08-11,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90150041,2.44,91106,138.21,123.9
46772,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,27713,14.89,10.99
46773,2019-08-11,2019-08-11,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,72120,30.87,26.97
